person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
166.0,8,24.0,28.0,",25.0,28.0",,2.5700000000000003,0
166.0,6,14.0,15.25,",14.25,15.0,15.5,16.0",16.0,15.920000000000002,1
166.0,3,17.0,,",17.0",17.0,6.09,1
168.0,2,0.0,1.5,2.5,2.5,24.41,1
168.0,3,7.0,,",10.75",10.75,12.92,1
168.0,7,14.0,14.5,-1,,0.0,0
168.0,4,17.0,,",23.25,25.75",25.75,45.61,1
168.0,5,24.0,26.0,",25.75",25.75,26.63,1
170.0,6,0.0,0.75,",1.0",1.0,13.94,1
170.0,7,14.0,14.25,14.25,14.25,25.53,1
170.0,3,17.0,17.25,",22.5",22.5,17.12,1
170.0,0,21.0,22.75,",22.5",22.5,17.12,1
170.0,4,24.0,,",24.0,25.75",25.75,38.32,1
171.0,4,0.0,2.75,",3.25,5.0",5.0,36.93,1
171.0,8,7.0,7.0,",7.5",7.5,23.83,1
171.0,8,17.0,17.0,",19.25",19.25,22.77,1
171.0,6,14.0,14.0,",14.0",14.0,21.88,1
171.0,6,21.0,21.0,",25.75",25.75,19.41,1
173.0,4,0.0,,",3.5,9.25",,6.47,0
173.0,5,7.0,9.25,",9.25,14.0",14.0,12.01,1
173.0,9,17.0,17.0,",17.75,18.75,19.25,20.5",20.5,11.780000000000001,1
173.0,0,21.0,21.0,",21.25,22.25,23.0,23.25,24.25,25.0,25.25,25.5,26.75",,28.0,0
173.0,1,24.0,24.0,",24.25,25.0,25.25,25.5,26.75",,16.89,0
174.0,3,0.0,0.0,",0.0",0.0,33.9,1
174.0,7,7.0,8.5,-1,,0.0,0
174.0,7,24.0,24.0,-1,,0.0,0
174.0,9,14.0,14.0,",18.0",18.0,10.79,1
174.0,4,17.0,19.25,",18.0",,10.79,0
174.0,4,21.0,21.0,",27.75",27.75,21.36,1
1044.0,9,0.0,,",0.0",0.0,30.03,1
1044.0,9,14.0,,",19.25",19.25,14.42,1
1044.0,2,17.0,17.25,19.25,19.25,14.42,1
177.0,2,0.0,,1.0,1.0,2.0,1
177.0,4,7.0,,,,0.0,0
177.0,6,17.0,,",19.75,26.0",,7.58,0
177.0,6,21.0,22.0,",26.0,28.25",,8.75,0
177.0,9,24.0,,",26.0,28.25",,8.75,0
1057.0,9,0.0,,,,0.0,0
1057.0,2,14.0,,15.0,15.0,6.99,1
1057.0,8,17.0,19.5,",19.5",19.5,5.52,1
1057.0,1,21.0,21.0,",25.0",,2.64,0
1057.0,5,24.0,25.5,",25.0",,2.64,0
182.0,4,0.0,,",7.0,8.5,9.5,10.0",,15.56,0
182.0,4,21.0,23.0,",21.25,21.75,23.75,24.5,25.5,26.75,27.0,27.75,28.25,28.5,29.25",,29.699999999999996,0
182.0,4,24.0,,",24.5,25.5,26.75,27.0",27.0,13.469999999999999,1
182.0,5,7.0,7.5,",7.0,8.5,9.5",9.5,8.15,1
182.0,6,14.0,15.5,",14.0,14.25,17.0,18.25,19.5",19.5,11.57,1
182.0,9,17.0,,",17.0,18.25,19.5,20.25",20.25,10.53,1
184.0,0,0.0,0.5,",3.25",3.25,11.8,1
184.0,9,14.0,14.0,",17.25",17.25,25.97,1
184.0,7,17.0,17.5,17.25,17.25,25.97,1
184.0,6,21.0,21.25,",22.5",22.5,19.44,1
184.0,2,24.0,24.0,27.75,27.75,19.93,1
190.0,5,0.0,1.0,,,0.0,0
190.0,5,7.0,8.75,",9.5",9.5,33.0,1
190.0,4,14.0,,",16.5",16.5,30.94,1
190.0,0,17.0,,",19.75",19.75,34.6,1
190.0,6,21.0,21.5,",24.5",24.5,24.46,1
193.0,5,0.0,0.0,,,0.0,0
193.0,5,14.0,15.25,",17.25,18.25,18.5",18.5,7.4399999999999995,1
193.0,3,7.0,,",13.0",,5.0,0
193.0,9,17.0,,",17.25,18.25,18.5,19.75,20.5,23.0",23.0,10.149999999999999,1
193.0,9,24.0,,",26.75",,2.55,0
193.0,6,21.0,21.0,",23.0,26.75",,3.07,0
5636.0,5,0.0,1.5,",4.5",,0.71,0
5636.0,8,7.0,7.0,",11.0",11.0,7.35,1
5636.0,9,14.0,20.75,",19.25",,1.07,0
5636.0,4,24.0,,,,0.0,0
195.0,9,0.0,,,,0.0,0
195.0,4,7.0,,",12.0,13.75",,6.3500000000000005,0
195.0,4,14.0,,",23.75",,6.02,0
195.0,1,17.0,17.5,,,0.0,0
195.0,6,24.0,26.5,",27.25,28.0,28.25",,9.13,0
196.0,8,0.0,0.5,",0.75",,0.6000000000000001,0
196.0,7,17.0,17.5,17.0,17.0,1.6099999999999999,1
196.0,0,21.0,,",26.25,27.5",,7.859999999999999,0
196.0,9,24.0,25.75,",26.25,27.5,29.0",,8.41,0
197.0,8,0.0,0.25,",3.0",3.0,13.51,1
197.0,9,7.0,,,,0.0,0
197.0,2,14.0,,15.5,15.5,15.45,1
197.0,1,17.0,18.25,",17.75",17.75,13.42,1
197.0,4,24.0,,",29.5",,16.84,0
199.0,9,0.0,,,,0.0,0
199.0,6,7.0,8.0,",8.5,13.5,15.75",,9.239999999999998,0
199.0,8,17.0,17.75,,,0.0,0
199.0,8,21.0,21.25,,,0.0,0
199.0,4,24.0,,",29.5",,0.86,0
200.0,5,0.0,0.5,",1.0",1.0,17.62,1
200.0,4,14.0,16.5,",14.75",14.75,27.9,1
200.0,9,17.0,,",20.5",20.5,24.06,1
200.0,8,21.0,22.5,",25.0",25.0,22.25,1
201.0,3,0.0,0.5,",1.0",1.0,11.18,1
201.0,3,14.0,,",14.75",14.75,12.09,1
201.0,0,17.0,18.25,",20.5",20.5,19.18,1
201.0,9,21.0,21.25,",21.25",21.25,23.55,1
201.0,2,24.0,24.0,26.0,26.0,19.62,1
202.0,6,0.0,2.75,,,0.0,0
202.0,6,17.0,18.5,,,0.0,0
202.0,2,7.0,9.25,-1,,0.0,0
202.0,1,14.0,15.25,,,0.0,0
202.0,4,21.0,21.0,,,0.0,0
202.0,7,24.0,26.25,-1,,0.0,0
203.0,3,0.0,0.25,",1.75",1.75,25.39,1
203.0,3,7.0,8.0,",10.75",10.75,28.08,1
203.0,7,14.0,17.25,-1,,0.0,0
203.0,2,21.0,21.25,22.75,22.75,18.05,1
203.0,0,24.0,24.0,",24.0",24.0,15.9,1
1250.0,6,0.0,2.75,",3.5",3.5,23.17,1
1250.0,8,7.0,8.0,",9.25",9.25,22.19,1
1250.0,8,21.0,22.5,",25.5",25.5,16.13,1
1250.0,5,24.0,24.75,",25.5",25.5,16.13,1
207.0,8,0.0,0.5,",1.0",1.0,18.93,1
207.0,8,17.0,17.5,",18.25",18.25,18.79,1
207.0,2,7.0,8.5,8.5,8.5,16.72,1
207.0,6,21.0,21.25,",22.25",22.25,21.1,1
208.0,0,0.0,0.25,",1.5",1.5,27.49,1
208.0,0,14.0,15.75,",15.75",15.75,36.18,1
208.0,1,7.0,8.0,",11.0",11.0,21.44,1
208.0,7,17.0,19.5,17.5,17.5,16.73,1
208.0,8,24.0,24.0,,,0.0,0
1272.0,8,0.0,1.75,",2.0",2.0,6.8100000000000005,1
1272.0,6,17.0,17.0,",17.75,19.5,25.5",,8.33,0
1272.0,7,21.0,24.5,-1,,0.0,0
5638.0,8,0.0,0.5,,,0.0,0
5638.0,0,7.0,8.0,",10.75,11.5",11.5,24.38,1
5638.0,5,14.0,14.0,",14.5",14.5,16.3,1
5638.0,3,17.0,17.25,",18.25",18.25,25.38,1
211.0,2,0.0,,1.75,1.75,3.26,1
211.0,2,17.0,20.0,19.0,19.0,1.12,1
211.0,9,7.0,,",8.0,12.75",,2.91,0
211.0,6,14.0,14.5,",19.0",,1.12,0
211.0,5,21.0,21.75,",26.0",,3.25,0
211.0,3,24.0,,",26.0",,3.25,0
212.0,8,0.0,1.75,",1.0",1.0,21.36,1
212.0,2,7.0,,7.25,7.25,21.47,1
212.0,2,17.0,18.5,-1,,0.0,0
212.0,2,24.0,24.5,24.5,24.5,30.54,1
212.0,5,14.0,15.5,",15.75",15.75,23.38,1
212.0,0,21.0,23.75,",24.5",24.5,30.54,1
216.0,3,0.0,,",6.5",6.5,5.05,1
216.0,2,7.0,,-1,,0.0,0
216.0,6,14.0,14.25,",14.25,22.0",,3.1,0
216.0,6,21.0,21.5,",22.0,25.0,28.5",,4.5600000000000005,0
217.0,3,0.0,,,,0.0,0
217.0,7,7.0,8.25,-1,,0.0,0
217.0,5,17.0,17.25,",21.0",,5.43,0
217.0,0,21.0,21.25,",21.0,24.25,24.75",,11.989999999999998,0
217.0,2,24.0,,24.25,24.25,1.6800000000000002,1
218.0,8,0.0,0.5,,,0.0,0
218.0,1,7.0,7.75,",7.75,8.75",8.75,20.62,1
218.0,2,17.0,17.0,17.0,17.0,16.73,1
219.0,7,0.0,,-1,,0.0,0
219.0,4,14.0,16.75,,,0.0,0
219.0,4,21.0,,,,0.0,0
219.0,5,24.0,25.0,,,0.0,0
220.0,2,0.0,,3.5,3.5,42.58,1
220.0,2,24.0,,25.25,25.25,33.28,1
220.0,1,7.0,8.75,",8.75",8.75,49.68,1
220.0,4,14.0,,",18.0",18.0,24.56,1
220.0,0,21.0,21.0,",21.5",21.5,24.41,1
222.0,7,0.0,0.0,0.25,0.25,23.27,1
222.0,3,7.0,,",7.5",7.5,23.61,1
222.0,0,17.0,17.25,",17.0",17.0,16.85,1
223.0,8,0.0,1.5,",3.5",,1.73,0
223.0,2,7.0,,11.0,11.0,1.54,1
223.0,3,14.0,,",17.25,19.25,20.0",20.0,14.01,1
223.0,0,17.0,17.5,",17.25,19.25,20.0,23.0",,15.33,0
223.0,7,21.0,23.75,23.0,23.0,1.32,1
223.0,9,24.0,,",28.5",,6.0,0
225.0,5,0.0,1.75,,,0.0,0
225.0,5,21.0,22.5,,,0.0,0
225.0,9,7.0,,,,0.0,0
225.0,9,14.0,,,,0.0,0
225.0,1,17.0,17.0,,,0.0,0
225.0,3,24.0,,,,0.0,0
226.0,2,0.0,4.75,-1,,0.0,0
226.0,7,14.0,,17.0,17.0,30.43,1
226.0,7,24.0,28.5,26.75,26.75,33.35,1
226.0,5,17.0,17.0,",17.0",17.0,30.43,1
227.0,6,0.0,0.75,",3.5",3.5,20.66,1
227.0,6,7.0,7.0,",7.5",7.5,12.48,1
227.0,5,17.0,17.5,",18.75",18.75,19.34,1
227.0,8,21.0,21.25,",23.75",23.75,16.84,1
230.0,8,0.0,2.25,,,0.0,0
230.0,9,7.0,8.0,",11.0",11.0,16.91,1
230.0,9,17.0,,,,0.0,0
230.0,7,24.0,24.0,24.5,24.5,22.87,1
231.0,7,0.0,0.25,1.5,1.5,1.6099999999999999,1
231.0,9,21.0,,",21.0,22.25",,1.4700000000000002,0
231.0,4,24.0,,,,0.0,0
232.0,1,0.0,1.25,",1.5",1.5,29.12,1
232.0,1,14.0,14.75,",16.0",16.0,15.76,1
232.0,9,7.0,8.0,",11.0",11.0,26.36,1
232.0,9,24.0,,,,0.0,0
232.0,0,17.0,20.25,",23.5",,22.24,0
232.0,0,21.0,,",23.5",23.5,22.24,1
13477.0,7,0.0,6.25,3.0,3.0,2.21,1
13477.0,0,7.0,13.0,",7.75,13.0",,6.97,0
13477.0,9,14.0,,",15.75,18.5,19.5",19.5,10.63,1
13477.0,5,17.0,18.5,",18.5,19.5,20.0,20.75",20.75,11.36,1
13477.0,2,21.0,,22.25,22.25,2.26,1
13477.0,4,24.0,,,,0.0,0
234.0,2,0.0,,-1,,0.0,0
234.0,5,7.0,7.75,",12.25,13.25",13.25,8.84,1
234.0,5,17.0,17.25,",22.0",,0.28,0
234.0,0,14.0,14.0,",15.25,16.25",,2.8600000000000003,0
234.0,3,21.0,21.75,",22.0",,0.28,0
234.0,9,24.0,,",29.5",,0.18,0
236.0,6,0.0,0.25,,,0.0,0
236.0,4,7.0,7.25,,,0.0,0
236.0,4,14.0,14.5,,,0.0,0
236.0,2,17.0,18.0,-1,,0.0,0
236.0,9,24.0,24.75,,,0.0,0
237.0,9,0.0,4.25,",7.0",7.0,11.93,1
237.0,8,7.0,8.5,",7.0",7.0,11.93,1
237.0,8,21.0,23.0,",22.0",22.0,18.68,1
237.0,6,14.0,,",22.0",22.0,18.68,1
237.0,5,17.0,17.0,",22.0",22.0,18.68,1
237.0,3,24.0,27.75,",24.5",24.5,10.4,1
238.0,6,0.0,0.25,,,0.0,0
238.0,2,7.0,,-1,,0.0,0
238.0,9,14.0,,",14.25,18.5,20.5",,8.93,0
238.0,9,17.0,,",18.5,20.5,22.5",,7.75,0
238.0,5,21.0,21.0,",22.5,25.25",,8.2,0
238.0,5,24.0,24.0,",25.25",25.25,2.01,1
241.0,4,0.0,,",4.25",4.25,33.32,1
241.0,1,7.0,7.75,,,0.0,0
241.0,1,17.0,17.75,,,0.0,0
241.0,7,14.0,14.25,14.25,14.25,22.42,1
241.0,9,21.0,22.5,,,0.0,0
242.0,4,0.0,4.0,",2.5,6.75",6.75,44.0,1
242.0,4,17.0,19.75,",19.75",19.75,28.78,1
242.0,2,7.0,7.0,8.75,8.75,24.99,1
242.0,3,14.0,14.0,",14.25",14.25,16.62,1
242.0,9,21.0,22.5,",23.0",23.0,25.81,1
242.0,8,24.0,24.25,",27.5",27.5,25.99,1
243.0,3,0.0,1.25,",3.75",3.75,8.07,1
243.0,6,14.0,14.0,",15.75",15.75,12.85,1
243.0,6,24.0,24.0,",24.75",24.75,23.51,1
243.0,1,17.0,17.25,",19.75",19.75,12.98,1
243.0,9,21.0,21.0,",21.75",21.75,18.22,1
245.0,4,0.0,,",5.0,6.0",,6.99,0
245.0,4,7.0,,",14.25",,1.28,0
245.0,4,17.0,,",17.75,26.75",,3.52,0
245.0,8,24.0,24.25,",26.75,28.5",,5.87,0
246.0,5,0.0,0.25,",0.25,2.5",2.5,18.93,1
246.0,5,14.0,16.75,",14.75",14.75,16.91,1
246.0,5,21.0,21.0,",21.0",21.0,12.49,1
246.0,6,7.0,7.0,",7.5",7.5,22.11,1
246.0,1,17.0,19.75,",18.25",18.25,10.33,1
246.0,7,24.0,27.0,24.5,24.5,8.3,1
247.0,8,0.0,2.5,,,0.0,0
247.0,5,7.0,7.0,",8.25",8.25,10.7,1
247.0,3,14.0,,",14.75",14.75,23.03,1
247.0,9,17.0,17.25,",18.25",18.25,16.76,1
247.0,6,21.0,21.25,",21.0",21.0,14.61,1
247.0,7,24.0,24.0,24.0,24.0,8.75,1
249.0,5,0.0,0.5,",3.5,5.25,6.0",6.0,9.09,1
249.0,0,7.0,7.25,",8.75,12.0,12.25,13.0",,8.63,0
249.0,2,17.0,,-1,,0.0,0
249.0,7,21.0,21.0,-1,,0.0,0
249.0,6,24.0,27.0,",28.5",,1.52,0
250.0,7,0.0,0.75,1.0,1.0,8.79,1
250.0,7,24.0,24.75,24.75,24.75,13.44,1
250.0,1,7.0,7.5,",7.25,8.0",8.0,17.439999999999998,1
250.0,1,14.0,16.0,",16.0,17.0,17.75,18.0,18.25",,42.79,0
250.0,1,17.0,17.0,",17.0,17.75",17.75,26.86,1
250.0,3,21.0,,",21.75",21.75,12.39,1
251.0,7,0.0,0.75,2.0,2.0,29.0,1
251.0,4,17.0,,",23.0",23.0,26.27,1
251.0,6,21.0,22.75,",23.0",23.0,26.27,1
251.0,9,24.0,,",26.0",26.0,21.32,1
252.0,6,0.0,0.25,",2.0",2.0,13.8,1
252.0,0,7.0,7.5,",7.5",7.5,28.88,1
252.0,2,14.0,14.0,14.0,14.0,23.07,1
252.0,5,24.0,24.25,",24.75",24.75,14.76,1
254.0,8,0.0,0.25,",1.5",1.5,6.97,1
254.0,8,17.0,21.25,",21.5",21.5,12.18,1
254.0,7,7.0,7.0,8.25,8.25,5.63,1
254.0,3,24.0,27.75,",24.5",24.5,10.98,1
256.0,2,0.0,,-1,,0.0,0
256.0,2,14.0,,17.75,17.75,36.78,1
256.0,2,17.0,,17.75,17.75,36.78,1
256.0,8,7.0,7.0,",8.0",8.0,17.78,1
256.0,7,21.0,21.0,21.75,21.75,26.02,1
256.0,6,24.0,26.0,",24.0",24.0,12.99,1
258.0,6,0.0,6.0,",6.75",6.75,14.18,1
258.0,6,14.0,15.25,",15.75",15.75,14.03,1
258.0,3,7.0,,",7.25",7.25,15.11,1
258.0,0,17.0,17.75,",17.75",17.75,40.32,1
258.0,8,21.0,23.75,",23.25",23.25,23.93,1
1607.0,4,0.0,,",1.0,2.0,7.0,7.25,7.75,8.0,8.25,9.0",9.0,22.15,1
1607.0,7,7.0,7.0,7.0,7.0,1.74,1
1607.0,7,24.0,24.75,25.5,25.5,4.55,1
1607.0,2,14.0,,17.5,17.5,3.09,1
1607.0,3,17.0,,",17.5,20.75,23.0",,10.74,0
1607.0,3,21.0,,",23.0,25.5,25.75",25.75,17.87,1
261.0,5,0.0,0.75,",1.75,2.0,4.0,4.75",4.75,7.760000000000001,1
261.0,6,14.0,15.0,",18.0,18.25",18.25,14.2,1
261.0,2,17.0,17.0,18.0,18.0,7.29,1
261.0,7,21.0,21.0,21.5,21.5,2.03,1
261.0,0,24.0,25.5,",24.0,25.75,26.25,27.75,28.0,29.0",29.0,20.799999999999997,1
262.0,7,0.0,1.75,1.0,1.0,11.45,1
262.0,4,7.0,10.5,",10.5",,13.58,0
262.0,6,17.0,17.5,",17.75,19.75",19.75,15.35,1
262.0,3,21.0,22.5,",22.75",22.75,13.19,1
262.0,5,24.0,24.0,",26.0",26.0,8.91,1
264.0,8,0.0,6.0,,,0.0,0
264.0,8,7.0,7.25,",7.25",7.25,19.31,1
264.0,8,17.0,17.25,",17.25",17.25,25.37,1
264.0,5,21.0,,",21.0",21.0,30.9,1
264.0,3,24.0,,",28.25",28.25,28.78,1
265.0,3,0.0,0.25,",3.75,6.0",6.0,12.899999999999999,1
265.0,3,7.0,,",12.0",12.0,8.51,1
265.0,7,14.0,14.0,14.25,14.25,9.15,1
265.0,0,17.0,18.25,",19.75",19.75,10.74,1
265.0,8,24.0,25.25,",26.25",26.25,11.17,1
16457.0,4,0.0,,",0.25,4.5,8.5",,2.12,0
16457.0,4,7.0,,",8.5,11.0,15.75",,9.86,0
16457.0,2,14.0,16.25,15.75,15.75,2.43,1
16457.0,8,24.0,26.25,",26.5,28.25,28.5,29.0",,8.66,0
269.0,9,0.0,,,,0.0,0
269.0,9,24.0,,",24.0",,0.51,0
269.0,0,7.0,12.25,",12.25",,0.32,0
269.0,0,17.0,17.0,",20.0,20.5,24.0",,3.9699999999999998,0
269.0,4,21.0,,",24.0",,0.51,0
273.0,3,0.0,0.5,",0.25",0.25,27.87,1
273.0,0,7.0,7.0,",10.75",10.75,33.49,1
273.0,9,14.0,15.5,,,0.0,0
273.0,4,21.0,22.5,",23.25",23.25,713.12,1
273.0,6,24.0,25.0,",28.5",28.5,37.1,1
274.0,4,0.0,,",8.75",8.75,21.63,1
274.0,9,7.0,7.0,",8.75",8.75,21.63,1
274.0,5,14.0,14.0,",15.5",15.5,20.5,1
274.0,7,17.0,17.25,17.25,17.25,21.01,1
277.0,3,0.0,6.25,",3.0",3.0,7.47,1
277.0,9,7.0,,",11.0",,0.8,0
277.0,1,14.0,15.75,",16.0",,6.25,0
277.0,1,24.0,24.25,",27.75",,3.27,0
277.0,0,17.0,17.75,",21.75,22.0",,6.93,0
277.0,4,21.0,,",21.75,22.0,27.75",,10.2,0
278.0,4,0.0,0.75,",4.0,6.25",6.25,31.97,1
278.0,3,7.0,7.25,",7.25",7.25,10.5,1
278.0,3,14.0,15.25,",14.0",14.0,19.07,1
278.0,9,21.0,21.75,",21.75",21.75,16.09,1
278.0,6,24.0,24.0,",24.25,26.25",26.25,18.61,1
279.0,4,0.0,2.5,",8.75,9.75",,14.260000000000002,0
279.0,6,7.0,7.75,",8.75",8.75,10.38,1
279.0,3,14.0,,",16.5",16.5,17.9,1
279.0,3,17.0,,,,0.0,0
279.0,5,21.0,21.5,",26.0,27.5",27.5,16.64,1
279.0,0,24.0,25.5,",26.0,27.5",27.5,16.64,1
280.0,3,0.0,,",4.25",,0.1,0
280.0,3,7.0,,",9.75,10.25,12.0",,6.13,0
280.0,9,14.0,,",17.75",17.75,125.32,1
280.0,4,17.0,,",17.75",17.75,125.32,1
280.0,1,21.0,21.25,",21.25,26.0",,4.66,0
280.0,0,24.0,25.0,",26.0,27.5,29.25,29.75",,7.5,0
281.0,2,0.0,1.0,3.25,3.25,5.79,1
281.0,1,7.0,7.0,,,0.0,0
281.0,3,17.0,17.75,",17.75",17.75,18.65,1
281.0,3,24.0,24.5,",26.75",26.75,17.49,1
281.0,8,21.0,21.5,",21.25",21.25,11.94,1
282.0,7,0.0,9.75,-1,,0.0,0
282.0,4,14.0,,",16.5,22.25",22.25,34.02,1
282.0,4,24.0,,",27.25",,15.7,0
282.0,0,21.0,23.75,",22.25",22.25,22.1,1
283.0,6,0.0,0.25,",1.75",1.75,16.36,1
283.0,7,14.0,14.5,-1,,0.0,0
283.0,7,17.0,17.5,17.5,17.5,31.95,1
283.0,8,21.0,21.0,",21.0",21.0,13.67,1
284.0,4,0.0,,",7.5,8.25",8.25,20.93,1
284.0,4,14.0,,",15.5,17.75,19.75",19.75,27.330000000000002,1
284.0,5,17.0,19.75,",17.75,19.75",19.75,18.36,1
284.0,1,21.0,,",21.0",21.0,10.46,1
284.0,9,24.0,27.0,",24.0",24.0,454.2,1
1210.0,8,0.0,1.5,,,0.0,0
1210.0,4,7.0,,",9.5",,0.34,0
1210.0,3,17.0,19.5,",19.0,23.75",,1.1900000000000002,0
1210.0,1,21.0,22.0,",23.75",,1.11,0
1210.0,5,24.0,25.75,",26.5",26.5,8.61,1
286.0,3,0.0,,,,0.0,0
286.0,2,7.0,7.75,-1,,0.0,0
286.0,5,14.0,14.75,,,0.0,0
286.0,4,17.0,19.75,",24.0",24.0,24.44,1
286.0,6,21.0,21.25,",24.0",24.0,24.44,1
286.0,8,24.0,25.0,",24.0",24.0,24.44,1
287.0,6,0.0,0.0,",0.25",0.25,17.78,1
287.0,6,21.0,21.0,,,0.0,0
287.0,9,7.0,,",8.5",8.5,29.85,1
287.0,9,17.0,,,,0.0,0
287.0,2,14.0,,16.25,16.25,23.81,1
289.0,5,0.0,0.5,,,0.0,0
289.0,5,21.0,21.0,",22.5",22.5,14.62,1
289.0,8,14.0,14.0,",16.0",16.0,21.47,1
289.0,6,17.0,17.25,",18.5,20.75",20.75,28.910000000000004,1
289.0,0,24.0,24.75,",24.25,27.5",,13.49,0
290.0,2,0.0,3.25,3.75,3.75,23.01,1
290.0,2,17.0,17.75,18.25,18.25,14.97,1
290.0,6,7.0,7.25,",8.5,9.25",9.25,21.57,1
290.0,0,14.0,14.75,",14.25,15.25",15.25,23.009999999999998,1
290.0,5,24.0,24.5,",25.25",25.25,10.63,1
6865.0,2,0.0,,-1,,0.0,0
6865.0,6,14.0,14.5,",14.75,19.25",19.25,10.24,1
6865.0,6,21.0,21.0,",23.0,28.0,29.75",,5.1899999999999995,0
6865.0,9,24.0,24.75,",28.0,29.75",,4.98,0
293.0,6,0.0,0.25,",2.0,3.0",3.0,15.26,1
293.0,7,7.0,10.0,7.75,7.75,8.02,1
293.0,3,17.0,,",19.75",19.75,5.98,1
293.0,3,21.0,22.25,",21.75",21.75,8.35,1
293.0,4,24.0,,",25.75,28.75",,10.78,0
296.0,1,0.0,0.0,",2.5",,3.7199999999999998,0
296.0,3,7.0,,",7.75",7.75,15.54,1
296.0,9,14.0,15.25,",15.5,16.25",16.25,13.73,1
296.0,4,21.0,,",23.75,25.25,27.0",,11.98,0
297.0,7,0.0,1.75,0.75,0.75,10.82,1
297.0,7,21.0,22.25,22.0,22.0,18.63,1
297.0,4,14.0,15.5,",18.25",18.25,30.15,1
297.0,9,24.0,24.25,",25.5",25.5,20.71,1
298.0,4,0.0,6.5,,,0.0,0
298.0,4,21.0,22.25,,,0.0,0
298.0,9,7.0,8.75,,,0.0,0
298.0,9,17.0,17.25,,,0.0,0
298.0,1,24.0,24.5,,,0.0,0
300.0,0,0.0,1.75,",6.0",6.0,11.68,1
300.0,0,21.0,21.0,",23.25",23.25,16.68,1
300.0,2,7.0,,-1,,0.0,0
300.0,5,14.0,15.25,",15.5",15.5,24.94,1
300.0,4,17.0,,",18.25",18.25,20.8,1
300.0,4,24.0,24.75,",24.0",24.0,20.6,1
302.0,5,0.0,0.25,",4.75",4.75,15.54,1
302.0,0,7.0,11.0,",9.25",9.25,16.57,1
302.0,7,21.0,,-1,,0.0,0
302.0,8,24.0,24.0,",24.75",24.75,27.33,1
303.0,7,0.0,1.5,1.75,1.75,0.32,1
303.0,7,17.0,19.5,17.0,17.0,6.67,1
303.0,3,7.0,,,,0.0,0
303.0,4,24.0,,",25.5,29.5",,5.38,0
305.0,0,0.0,1.5,",1.75",1.75,22.7,1
305.0,1,7.0,11.25,,,0.0,0
305.0,2,14.0,14.5,14.5,14.5,18.65,1
305.0,5,21.0,21.75,",25.25",25.25,21.17,1
305.0,6,24.0,24.0,",25.25",25.25,21.17,1
307.0,0,0.0,0.5,",2.25,2.75,3.5,3.75,5.5",,12.03,0
307.0,9,7.0,,",7.25",,2.36,0
307.0,3,17.0,27.5,",21.25,22.5",,2.25,0
308.0,6,0.0,1.25,",1.5,3.0",3.0,14.620000000000001,1
308.0,9,7.0,,",8.25,9.25,9.5,14.0",,9.180000000000001,0
308.0,9,21.0,,",25.25,25.75,26.75",,7.7299999999999995,0
308.0,7,14.0,14.25,14.0,14.0,1.23,1
308.0,4,17.0,,",20.25,25.25,25.75,26.75",,16.46,0
312.0,7,0.0,1.75,-1,,0.0,0
312.0,7,14.0,14.0,16.75,16.75,19.18,1
312.0,7,17.0,17.0,17.25,17.25,21.85,1
312.0,7,24.0,25.75,26.5,26.5,23.44,1
312.0,5,7.0,7.25,",8.75",8.75,31.77,1
312.0,8,21.0,21.25,",22.25",22.25,22.51,1
314.0,2,0.0,,-1,,0.0,0
314.0,9,7.0,,,,0.0,0
314.0,5,14.0,14.0,",16.0",16.0,18.38,1
314.0,4,21.0,,",21.0",21.0,32.01,1
315.0,0,0.0,0.0,",0.5",0.5,16.39,1
315.0,6,14.0,14.25,",20.5",20.5,21.6,1
315.0,5,21.0,21.0,,,0.0,0
316.0,1,0.0,0.0,",0.0",0.0,19.11,1
316.0,9,14.0,16.5,",18.75",,9.99,0
316.0,7,17.0,18.25,18.75,18.75,9.99,1
317.0,8,0.0,1.0,",2.75",2.75,21.0,1
317.0,8,14.0,14.25,",14.25",14.25,29.13,1
317.0,8,17.0,17.0,",18.5",18.5,22.65,1
317.0,5,21.0,21.5,",22.5",22.5,19.03,1
317.0,5,24.0,24.0,",26.75",26.75,26.89,1
322.0,3,0.0,,",4.5",4.5,26.95,1
322.0,8,17.0,,,,0.0,0
322.0,8,21.0,22.5,",23.5",23.5,24.68,1
325.0,1,0.0,1.25,",1.5,3.25,4.0,4.75",,15.18,0
325.0,2,7.0,,-1,,0.0,0
325.0,2,21.0,,21.0,21.0,3.18,1
325.0,5,14.0,14.25,",15.5,18.5",18.5,7.57,1
325.0,5,24.0,24.25,",24.75",,1.87,0
325.0,4,17.0,,",18.5,21.0,24.75",,9.98,0
326.0,8,0.0,1.0,",1.25",1.25,5.7,1
326.0,8,24.0,24.25,",24.0,24.25,26.0,26.5,27.5,27.75",,19.049999999999997,0
326.0,4,7.0,,",7.25,13.25,15.25",,13.45,0
326.0,4,14.0,,",15.25,24.0",,8.46,0
326.0,1,17.0,20.0,,,0.0,0
326.0,0,21.0,23.75,",24.0,24.25,26.0,26.5,27.5,27.75",,19.049999999999997,0
327.0,4,0.0,,",3.75,4.0,4.25,5.25,9.25",,14.150000000000002,0
327.0,8,7.0,7.25,",9.25,10.75,11.5",,7.34,0
327.0,1,14.0,14.25,",17.75,18.5",,2.3,0
